Condition;Not in condition;File;Line number
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;384
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;387
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;391
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;394
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;395
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;67
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;68
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;72
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;73
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;74
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;77
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;84
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;85
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;86
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;88
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;89
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;90
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;91
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;92
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;93
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;94
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;95
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;97
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;98
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;100
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;101
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;102
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;103
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;104
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;105
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;114
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;115
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;116
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;117
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;118
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;119
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;120
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;121
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;132
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;135
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;136
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;168
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;177
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;191
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;192
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;196
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;197
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;198
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;200
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;201
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;204
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;208
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;209
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;210
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;211
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;221
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;222
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;223
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;234
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/cloning.py;235
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/notes/__init__.py;23
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/notes/__init__.py;24
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/clone.py;27
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/clone.py;39
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/clone.py;61
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/clone.py;62
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/clone.py;63
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/clone.py;64
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/clone.py;65
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/clone.py;68
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/clone.py;69
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/clone.py;83
